titulo,url
,https://www.portafolio.co//negocios/inversion/invertir-en-la-bolsa-de-valores-de-colombia-como-empezar-sin-fallar-en-el-intento-627457
,https://www.portafolio.co//mis-finanzas/creditos/cuanto-presta-bancolombia-por-primera-vez-627439
,https://www.portafolio.co//tendencias/este-es-de-los-pueblos-mas-bonitos-de-colombia-fue-declarado-por-la-onu-627792
,https://www.portafolio.co//economia/ni-la-de-brasil-ni-la-de-mexico-esta-es-la-moneda-mas-fuerte-de-latinoamerica-627758
,https://www.portafolio.co//economia/finanzas/esto-es-lo-que-las-faldas-y-el-labial-pueden-decirnos-sobre-la-economia-617288
,https://www.portafolio.co//tecnologia/apple-intelligence-ya-disponible-en-colombia-todo-lo-que-debe-saber-627863
,https://www.portafolio.co//tecnologia/como-evitar-que-en-instagram-sepan-su-ubicacion-en-tiempo-real-627797
,https://www.portafolio.co//tecnologia/conozca-los-temas-profundos-que-puede-hablar-con-una-ia-627854
,https://www.portafolio.co//tecnologia/como-detectar-si-el-chatbot-de-una-ia-me-dio-respuestas-con-errores-627445
,https://www.portafolio.co//tecnologia/los-riesgos-de-compartir-datos-personales-para-generar-versiones-anime-con-ia-627852
,https://www.portafolio.co//negocios/empresas/estas-son-las-caracteristicas-del-liderazgo-virtuoso-627620
,https://www.portafolio.co//economia/empleo/este-es-el-secreto-de-una-buena-hoja-de-vida-627721
,https://www.portafolio.co//energia/gas-natural-naturgas-insta-a-que-la-energia-no-sea-un-tema-del-gobierno-de-turno-sino-politica-de-estado-627529
,https://www.portafolio.co//internacional/smartphones-y-monitores-de-computador-quedan-libres-de-aranceles-reciprocos-de-trump-627837
,https://www.portafolio.co//internacional/el-papa-francisco-se-da-un-bano-de-multitudes-en-la-plaza-de-san-pedro-627861
,https://www.portafolio.co//internacional/otra-deuda-con-el-fmi-para-los-argentinos-es-el-dia-de-la-marmota-627853
,https://www.portafolio.co//internacional/mercosur-ampliara-excepciones-arancelarias-ante-guerra-comercial-de-trump-627856
,https://www.portafolio.co//internacional/la-ue-protegera-su-economia-si-ee-uu-no-cambia-su-postura-627843
,https://empresas.portafolio.co/
,https://www.portafolio.co//opinion/otros-columnistas-1/educacion-financiera-para-reducir-desigualdad-en-el-pais-627739
,https://www.portafolio.co//opinion/maria-sol-navia-v/la-tergiversacion-de-los-valores-627740
,https://www.portafolio.co//opinion/otros-columnistas-1/el-dia-d-impacto-de-los-aranceles-de-ee-uu-627741
,https://www.portafolio.co//opinion/hernan-avendano-cruz/ee-uu-victima-de-la-globalizacion-627742
,https://www.portafolio.co//undefined
,https://www.portafolio.co//undefined
,
Sociales,https://www.portafolio.co//tendencias/sociales/los-10-destinos-turisticos-mas-decepcionantes-segun-los-viajeros-627824
Industrias,https://www.portafolio.co//negocios/industrias/los-materiales-mas-caros-que-hay-en-el-mundo-627812
Internacional,https://www.portafolio.co//internacional/los-paises-mas-amigables-del-mundo-cuales-son-y-como-le-fue-a-colombia-627226
Internacional,https://www.portafolio.co//internacional/los-paises-y-regiones-que-son-mucho-mas-pequenas-que-colombia-627616
Empleo,https://www.portafolio.co//economia/empleo/efectos-del-mercado-de-la-ia-en-el-empleo-627546
Finanzas,https://www.portafolio.co//economia/finanzas/inflacion-en-colombia-resultados-del-ipc-marzo-del-2025-627450
Comercio,https://www.portafolio.co//negocios/comercio/aranceles-de-donald-trump-analisis-de-los-impactos-en-el-comercio-de-colombia-y-el-mundo-627167
Empresas,https://www.portafolio.co//negocios/empresas/como-revolucionar-la-gestion-de-recursos-humanos-625920
,https://www.portafolio.co//energia/reservas-probadas-de-gas-en-2024-podrian-no-haber-superado-los-6-anos-627720
,https://www.portafolio.co//energia/acolgen-le-explica-a-edwin-palma-minenergia-como-se-establece-el-precio-en-bolsa-627844
,https://www.portafolio.co//energia/entre-enero-y-marzo-de-2025-se-desacelero-la-caida-en-la-venta-de-combustibles-liquidos-627838
,https://www.portafolio.co//energia/ecopetrol-abre-la-puerta-para-descartar-campos-petroleros-que-no-sean-rentables-627761
,https://www.portafolio.co//negocios/empresas/hocol-se-pronuncia-sobre-proceso-de-contratacion-de-gas-627746
,https://www.portafolio.co//internacional/principio-de-acuerdo-en-la-oms-para-mayor-proteccion-ante-futuras-pandemias-627846
,https://www.portafolio.co//tendencias/cuantos-litros-de-agua-consume-chatgpt-para-poder-ser-utilizado-627540
,https://www.portafolio.co//sostenibilidad/las-juntas-directivas-estan-mas-comprometidas-con-temas-de-627820
,https://www.portafolio.co//sostenibilidad/record-minimo-de-hielo-invernal-en-el-artico-en-2025-segun-datos-satelitales-627715
,https://www.portafolio.co//negocios/empresas/mayoria-de-los-productos-de-enka-hechos-a-partir-de-botellas-de-pet-recicladas-627667
,https://www.portafolio.co//contenido-patrocinado/sumese-a-la-iniciativa-mejor-colombiano-620025
,https://www.diarioadn.co/contenido-patrocinado/la-empresa-lider-en-tecnologia-itse-resalta-uno-de-sus-casos-de-exito+articulo+63472
,https://www.portafolio.co//tendencias/entretenimiento/jurassic-world-the-experience-precios-fechas-y-otros-detalles-627858
,https://www.portafolio.co//internacional/las-mejores-pizzerias-de-america-latina-segun-ranking-internacional-627766
,https://www.portafolio.co//negocios/este-es-el-centro-comercial-que-fue-mas-visitado-de-bogota-en-2024-627823
,https://www.portafolio.co//emprendimiento/pueden-los-aranceles-frenar-el-crecimiento-del-ecosistema-emprendedor-627689
,https://www.portafolio.co//emprendimiento/estas-son-la-startups-ganadores-del-south-summit-porto-alegre-2025-627803
